smiles,logP,qed,SAS,Canonical_SMILES,Random_SMILES_1,Random_SMILES_2,NonIsomeric_SMILES,Kekule_SMILES,SMILES_with_Hs,Branchless_SMILES,SMILES_2D
"CCC[C@H](C)C(=O)N[C@H](C)c1cccc(Br)c1
",4.0625,0.840225166,2.647237817,CCC[C@H](C)C(=O)N[C@H](C)c1cccc(Br)c1,C(N[C@@H](c1cccc(Br)c1)C)([C@H](CCC)C)=O,c1([C@@H](C)NC(=O)[C@@H](C)CCC)cccc(Br)c1,CCCC(C)C(=O)NC(C)c1cccc(Br)c1,CCC[C@H](C)C(=O)N[C@H](C)C1=CC=CC(Br)=C1,[CH3][CH2][CH2][C@H]([CH3])[C](=[O])[NH][C@H]([CH3])[c]1[cH][cH][cH][c]([Br])[cH]1,CCC[C@H]CC=ON[C@H]Cc1ccccBrc1,CCC[C@H](C)C(=O)N[C@H](C)c1cccc(Br)c1
"COc1cccc([C@H]2CCCN2C(=O)c2ccccc2I)c1
",4.2771,0.682450714,2.399989065,COc1cccc([C@H]2CCCN2C(=O)c2ccccc2I)c1,C1N([C@@H](c2cc(OC)ccc2)CC1)C(=O)c1c(cccc1)I,c1(OC)cc(ccc1)[C@H]1CCCN1C(=O)c1ccccc1I,COc1cccc(C2CCCN2C(=O)c2ccccc2I)c1,COC1=CC=CC([C@H]2CCCN2C(=O)C2=CC=CC=C2I)=C1,[CH3][O][c]1[cH][cH][cH][c]([C@H]2[CH2][CH2][CH2][N]2[C](=[O])[c]2[cH][cH][cH][cH][c]2[I])[cH]1,COc1cccc[C@H]2CCCN2C=Oc2ccccc2Ic1,COc1cccc([C@H]2CCCN2C(=O)c2ccccc2I)c1
"C[C@H](NC(=O)N1CCCC[C@@H]1C1OCCO1)c1cccc(-n2ccnc2)c1
",2.8703,0.891679138,3.338525206,C[C@H](NC(=O)N1CCCC[C@@H]1C1OCCO1)c1cccc(-n2ccnc2)c1,c1nccn1-c1cccc(c1)[C@@H](NC(N1CCCC[C@@H]1C1OCCO1)=O)C,c1(-n2ccnc2)cccc([C@@H](NC(=O)N2CCCC[C@@H]2C2OCCO2)C)c1,CC(NC(=O)N1CCCCC1C1OCCO1)c1cccc(-n2ccnc2)c1,C[C@H](NC(=O)N1CCCC[C@@H]1C1OCCO1)C1=CC=CC(N2C=CN=C2)=C1,[CH3][C@H]([NH][C](=[O])[N]1[CH2][CH2][CH2][CH2][C@@H]1[CH]1[O][CH2][CH2][O]1)[c]1[cH][cH][cH][c](-[n]2[cH][cH][n][cH]2)[cH]1,C[C@H]NC=ON1CCCC[C@@H]1C1OCCO1c1cccc-n2ccnc2c1,C[C@H](NC(=O)N1CCCC[C@@H]1C1OCCO1)c1cccc(-n2ccnc2)c1
"CS(=O)(=O)N1CCC[C@@H](C[NH+]2CCC[C@H](CO)C2)C1
",-1.0548,0.73024645,4.691710528,CS(=O)(=O)N1CCC[C@@H](C[NH+]2CCC[C@H](CO)C2)C1,C1[C@@H](CO)CCC[NH+]1C[C@H]1CN(CCC1)S(=O)(=O)C,O=S(N1CCC[C@H](C1)C[NH+]1CCC[C@H](CO)C1)(C)=O,CS(=O)(=O)N1CCCC(C[NH+]2CCCC(CO)C2)C1,CS(=O)(=O)N1CCC[C@@H](C[NH+]2CCC[C@H](CO)C2)C1,[CH3][S](=[O])(=[O])[N]1[CH2][CH2][CH2][C@@H]([CH2][NH+]2[CH2][CH2][CH2][C@H]([CH2][OH])[CH2]2)[CH2]1,CS=O=ON1CCC[C@@H]C[NH+]2CCC[C@H]COC2C1,CS(=O)(=O)N1CCC[C@@H](C[NH+]2CCC[C@H](CO)C2)C1
"CCN(C(=O)Cn1nc2n(c1=O)CCCCC2)[C@H]1CCS(=O)(=O)C1
",-0.1932,0.769420414,3.15732669,CCN(C(=O)Cn1nc2n(c1=O)CCCCC2)[C@H]1CCS(=O)(=O)C1,O=c1n(CC(N(CC)[C@H]2CCS(C2)(=O)=O)=O)nc2n1CCCCC2,CCN(C(Cn1nc2CCCCCn2c1=O)=O)[C@H]1CCS(=O)(C1)=O,CCN(C(=O)Cn1nc2n(c1=O)CCCCC2)C1CCS(=O)(=O)C1,CCN(C(=O)CN1N=C2CCCCCN2C1=O)[C@H]1CCS(=O)(=O)C1,[CH3][CH2][N]([C](=[O])[CH2][n]1[n][c]2[n]([c]1=[O])[CH2][CH2][CH2][CH2][CH2]2)[C@H]1[CH2][CH2][S](=[O])(=[O])[CH2]1,CCNC=OCn1nc2nc1=OCCCCC2[C@H]1CCS=O=OC1,CCN(C(=O)Cn1nc2n(c1=O)CCCCC2)[C@H]1CCS(=O)(=O)C1
"COc1ccccc1NC[C@H]1CCCN(S(C)(=O)=O)C1
",1.7787,0.906515878,2.442766669,COc1ccccc1NC[C@H]1CCCN(S(C)(=O)=O)C1,O=S(C)(N1CCC[C@@H](C1)CNc1ccccc1OC)=O,c1cc(OC)c(cc1)NC[C@@H]1CN(S(=O)(C)=O)CCC1,COc1ccccc1NCC1CCCN(S(C)(=O)=O)C1,COC1=CC=CC=C1NC[C@H]1CCCN(S(C)(=O)=O)C1,[CH3][O][c]1[cH][cH][cH][cH][c]1[NH][CH2][C@H]1[CH2][CH2][CH2][N]([S]([CH3])(=[O])=[O])[CH2]1,COc1ccccc1NC[C@H]1CCCNSC=O=OC1,COc1ccccc1NC[C@H]1CCCN(S(C)(=O)=O)C1
"COc1cc([C@@H]2CC(=O)Nc3c2cnn3Cc2cccnc2)cc2c1OCO2
",2.5378,0.749411489,3.285004424,COc1cc([C@@H]2CC(=O)Nc3c2cnn3Cc2cccnc2)cc2c1OCO2,n1cc2c(NC(C[C@H]2c2cc3c(c(OC)c2)OCO3)=O)n1Cc1cccnc1,c1(cc2OCOc2c(OC)c1)[C@@H]1CC(Nc2c1cnn2Cc1cccnc1)=O,COc1cc(C2CC(=O)Nc3c2cnn3Cc2cccnc2)cc2c1OCO2,COC1=CC([C@@H]2CC(=O)NC3=C2C=NN3CC2=CC=CN=C2)=CC2=C1OCO2,[CH3][O][c]1[cH][c]([C@@H]2[CH2][C](=[O])[NH][c]3[c]2[cH][n][n]3[CH2][c]2[cH][cH][cH][n][cH]2)[cH][c]2[c]1[O][CH2][O]2,COc1cc[C@@H]2CC=ONc3c2cnn3Cc2cccnc2cc2c1OCO2,COc1cc([C@@H]2CC(=O)Nc3c2cnn3Cc2cccnc2)cc2c1OCO2
"O=C(CNc1ccc(Cl)cc1NC(=O)c1ccco1)Nc1ccc(F)c(Cl)c1
",5.0284,0.499140914,2.115974828,O=C(CNc1ccc(Cl)cc1NC(=O)c1ccco1)Nc1ccc(F)c(Cl)c1,C(Nc1cc(c(F)cc1)Cl)(CNc1ccc(Cl)cc1NC(=O)c1ccco1)=O,c1(cc(Cl)c(cc1)F)NC(=O)CNc1ccc(cc1NC(=O)c1ccco1)Cl,O=C(CNc1ccc(Cl)cc1NC(=O)c1ccco1)Nc1ccc(F)c(Cl)c1,O=C(CNC1=CC=C(Cl)C=C1NC(=O)C1=CC=CO1)NC1=CC=C(F)C(Cl)=C1,[O]=[C]([CH2][NH][c]1[cH][cH][c]([Cl])[cH][c]1[NH][C](=[O])[c]1[cH][cH][cH][o]1)[NH][c]1[cH][cH][c]([F])[c]([Cl])[cH]1,O=CCNc1cccClcc1NC=Oc1ccco1Nc1cccFcClc1,O=C(CNc1ccc(Cl)cc1NC(=O)c1ccco1)Nc1ccc(F)c(Cl)c1
"Cc1nn(C)cc1[C@@H](C)NC(=O)C(=O)Nc1ccc(OCC2CCCCC2)cc1
",3.50352,0.713018407,2.758209456,Cc1nn(C)cc1[C@@H](C)NC(=O)C(=O)Nc1ccc(OCC2CCCCC2)cc1,C1CCCCC1COc1ccc(cc1)NC(=O)C(=O)N[C@H](C)c1c(C)nn(c1)C,C[C@H](c1cn(nc1C)C)NC(=O)C(Nc1ccc(OCC2CCCCC2)cc1)=O,Cc1nn(C)cc1C(C)NC(=O)C(=O)Nc1ccc(OCC2CCCCC2)cc1,CC1=NN(C)C=C1[C@@H](C)NC(=O)C(=O)NC1=CC=C(OCC2CCCCC2)C=C1,[CH3][c]1[n][n]([CH3])[cH][c]1[C@@H]([CH3])[NH][C](=[O])[C](=[O])[NH][c]1[cH][cH][c]([O][CH2][CH]2[CH2][CH2][CH2][CH2][CH2]2)[cH][cH]1,Cc1nnCcc1[C@@H]CNC=OC=ONc1cccOCC2CCCCC2cc1,Cc1nn(C)cc1[C@@H](C)NC(=O)C(=O)Nc1ccc(OCC2CCCCC2)cc1
"CC(C)(C)[S@](=O)CCNC(=O)c1cccc(F)c1Cl
",2.7561,0.924427711,3.000036938,CC(C)(C)[S@](=O)CCNC(=O)c1cccc(F)c1Cl,N(C(c1c(Cl)c(F)ccc1)=O)CC[S@@](=O)C(C)(C)C,Fc1c(c(ccc1)C(=O)NCC[S@@](=O)C(C)(C)C)Cl,CC(C)(C)S(=O)CCNC(=O)c1cccc(F)c1Cl,CC(C)(C)[S@](=O)CCNC(=O)C1=CC=CC(F)=C1Cl,[CH3][C]([CH3])([CH3])[S@](=[O])[CH2][CH2][NH][C](=[O])[c]1[cH][cH][cH][c]([F])[c]1[Cl],CCCC[S@]=OCCNC=Oc1ccccFc1Cl,CC(C)(C)[S@](=O)CCNC(=O)c1cccc(F)c1Cl
"C[C@@H](O)c1ccc(F)cc1OCc1nc(C(C)(C)C)cs1
",4.212,0.883011211,2.850762886,C[C@@H](O)c1ccc(F)cc1OCc1nc(C(C)(C)C)cs1,n1c(COc2c(ccc(F)c2)[C@H](O)C)scc1C(C)(C)C,Fc1cc(OCc2scc(n2)C(C)(C)C)c([C@@H](C)O)cc1,CC(O)c1ccc(F)cc1OCc1nc(C(C)(C)C)cs1,C[C@@H](O)C1=CC=C(F)C=C1OCC1=NC(C(C)(C)C)=CS1,[CH3][C@@H]([OH])[c]1[cH][cH][c]([F])[cH][c]1[O][CH2][c]1[n][c]([C]([CH3])([CH3])[CH3])[cH][s]1,C[C@@H]Oc1cccFcc1OCc1ncCCCCcs1,C[C@@H](O)c1ccc(F)cc1OCc1nc(C(C)(C)C)cs1
"COC[C@H](NC(=O)Nc1cn[nH]c1)c1ccc(F)c(F)c1
",2.1971,0.793413668,2.910660903,COC[C@H](NC(=O)Nc1cn[nH]c1)c1ccc(F)c(F)c1,N(C(=O)Nc1cn[nH]c1)[C@@H](COC)c1cc(F)c(cc1)F,c1c(NC(=O)N[C@H](c2cc(F)c(F)cc2)COC)cn[nH]1,COCC(NC(=O)Nc1cn[nH]c1)c1ccc(F)c(F)c1,COC[C@H](NC(=O)NC1=CNN=C1)C1=CC=C(F)C(F)=C1,[CH3][O][CH2][C@H]([NH][C](=[O])[NH][c]1[cH][n][nH][cH]1)[c]1[cH][cH][c]([F])[c]([F])[cH]1,COC[C@H]NC=ONc1cn[nH]c1c1cccFcFc1,COC[C@H](NC(=O)Nc1cn[nH]c1)c1ccc(F)c(F)c1
"C[C@@H]1CS(=O)(=O)N(c2ccc(S(=O)(=O)Nc3ccccc3C(F)(F)F)cc2)C1=O
",2.8187,0.770212336,2.902150833,C[C@@H]1CS(=O)(=O)N(c2ccc(S(=O)(=O)Nc3ccccc3C(F)(F)F)cc2)C1=O,O=S(Nc1c(cccc1)C(F)(F)F)(c1ccc(N2C(=O)[C@@H](CS2(=O)=O)C)cc1)=O,O=S1(=O)C[C@H](C(=O)N1c1ccc(S(Nc2ccccc2C(F)(F)F)(=O)=O)cc1)C,CC1CS(=O)(=O)N(c2ccc(S(=O)(=O)Nc3ccccc3C(F)(F)F)cc2)C1=O,C[C@@H]1CS(=O)(=O)N(C2=CC=C(S(=O)(=O)NC3=CC=CC=C3C(F)(F)F)C=C2)C1=O,[CH3][C@@H]1[CH2][S](=[O])(=[O])[N]([c]2[cH][cH][c]([S](=[O])(=[O])[NH][c]3[cH][cH][cH][cH][c]3[C]([F])([F])[F])[cH][cH]2)[C]1=[O],C[C@@H]1CS=O=ONc2cccS=O=ONc3ccccc3CFFFcc2C1=O,C[C@@H]1CS(=O)(=O)N(c2ccc(S(=O)(=O)Nc3ccccc3C(F)(F)F)cc2)C1=O
"CC(C)c1ccc2c(c1)[C@]1(CC(O)=Nc3c1cnn3Cc1ccccc1Cl)C(=O)N2C
",4.9624,0.605952769,3.99418783,CC(C)c1ccc2c(c1)[C@]1(CC(O)=Nc3c1cnn3Cc1ccccc1Cl)C(=O)N2C,N1(C)C([C@@]2(CC(O)=Nc3c2cnn3Cc2c(cccc2)Cl)c2cc(C(C)C)ccc12)=O,c1ccc(Cl)c(Cn2ncc3[C@@]4(c5cc(ccc5N(C4=O)C)C(C)C)CC(O)=Nc23)c1,CC(C)c1ccc2c(c1)C1(CC(O)=Nc3c1cnn3Cc1ccccc1Cl)C(=O)N2C,CC(C)C1=CC=C2C(=C1)[C@]1(CC(O)=NC3=C1C=NN3CC1=CC=CC=C1Cl)C(=O)N2C,[CH3][CH]([CH3])[c]1[cH][cH][c]2[c]([cH]1)[C@]1([CH2][C]([OH])=[N][c]3[c]1[cH][n][n]3[CH2][c]1[cH][cH][cH][cH][c]1[Cl])[C](=[O])[N]2[CH3],CCCc1ccc2cc1[C@]1CCO=Nc3c1cnn3Cc1ccccc1ClC=ON2C,CC(C)c1ccc2c(c1)[C@]1(CC(O)=Nc3c1cnn3Cc1ccccc1Cl)C(=O)N2C
"CC[C@@H](C)C(=O)NCC(=O)N(C)[C@@H](C)c1cc(F)ccc1F
",2.6465,0.874611573,2.981257031,CC[C@@H](C)C(=O)NCC(=O)N(C)[C@@H](C)c1cc(F)ccc1F,C([C@@H](C)C(NCC(N(C)[C@H](c1cc(F)ccc1F)C)=O)=O)C,[C@H](CC)(C)C(=O)NCC(N([C@H](c1cc(F)ccc1F)C)C)=O,CCC(C)C(=O)NCC(=O)N(C)C(C)c1cc(F)ccc1F,CC[C@@H](C)C(=O)NCC(=O)N(C)[C@@H](C)C1=CC(F)=CC=C1F,[CH3][CH2][C@@H]([CH3])[C](=[O])[NH][CH2][C](=[O])[N]([CH3])[C@@H]([CH3])[c]1[cH][c]([F])[cH][cH][c]1[F],CC[C@@H]CC=ONCC=ONC[C@@H]Cc1ccFccc1F,CC[C@@H](C)C(=O)NCC(=O)N(C)[C@@H](C)c1cc(F)ccc1F
"CO/N=C\C(C#N)=C/c1cccnc1
",1.62078,0.413685752,3.140342509,CO/N=C\C(C#N)=C/c1cccnc1,c1c(cccn1)/C=C(\C=N/OC)C#N,c1ccc(cn1)/C=C(\C=N/OC)C#N,CON=CC(C#N)=Cc1cccnc1,CO/N=C\C(C#N)=C/C1=CC=CN=C1,[CH3][O]/[N]=[CH]\[C]([C]#[N])=[CH]/[c]1[cH][cH][cH][n][cH]1,CO/N=C\CC#N=C/c1cccnc1,CO/N=C\C(C#N)=C/c1cccnc1
"CO[C@H](c1ccc(Cl)cc1)[C@@H](C)NC(=O)C(=O)Nc1ccccc1C
",3.47932,0.784417569,2.815498057,CO[C@H](c1ccc(Cl)cc1)[C@@H](C)NC(=O)C(=O)Nc1ccccc1C,c1(Cl)ccc([C@@H](OC)[C@H](NC(C(Nc2ccccc2C)=O)=O)C)cc1,C(N[C@H](C)[C@@H](c1ccc(cc1)Cl)OC)(=O)C(Nc1c(cccc1)C)=O,COC(c1ccc(Cl)cc1)C(C)NC(=O)C(=O)Nc1ccccc1C,CO[C@H](C1=CC=C(Cl)C=C1)[C@@H](C)NC(=O)C(=O)NC1=CC=CC=C1C,[CH3][O][C@H]([c]1[cH][cH][c]([Cl])[cH][cH]1)[C@@H]([CH3])[NH][C](=[O])[C](=[O])[NH][c]1[cH][cH][cH][cH][c]1[CH3],CO[C@H]c1cccClcc1[C@@H]CNC=OC=ONc1ccccc1C,CO[C@H](c1ccc(Cl)cc1)[C@@H](C)NC(=O)C(=O)Nc1ccccc1C
"CC(C)CNC(=O)[C@](C)(N)C(F)(F)F
",1.0383,0.744031153,3.1946461,CC(C)CNC(=O)[C@](C)(N)C(F)(F)F,CC(C)CNC(=O)[C@](C)(N)C(F)(F)F,N(CC(C)C)C([C@@](N)(C)C(F)(F)F)=O,CC(C)CNC(=O)C(C)(N)C(F)(F)F,CC(C)CNC(=O)[C@](C)(N)C(F)(F)F,[CH3][CH]([CH3])[CH2][NH][C](=[O])[C@]([CH3])([NH2])[C]([F])([F])[F],CCCCNC=O[C@]CNCFFF,CC(C)CNC(=O)[C@](C)(N)C(F)(F)F
"C[C@@H](C(=O)C1=c2ccccc2=[NH+]C1)[NH+]1CCC[C@@H]1[C@@H]1CC=CS1
",-1.4248,0.752662441,5.968905818,C[C@@H](C(=O)C1=c2ccccc2=[NH+]C1)[NH+]1CCC[C@@H]1[C@@H]1CC=CS1,C1CC[C@H]([C@H]2SC=CC2)[NH+]1[C@@H](C)C(C1=c2c(=[NH+]C1)cccc2)=O,C1[C@H]([C@H]2SC=CC2)[NH+](CC1)[C@@H](C)C(=O)C1C[NH+]=c2ccccc=12,CC(C(=O)C1=c2ccccc2=[NH+]C1)[NH+]1CCCC1C1CC=CS1,C[C@@H](C(=O)C1=C2C=CC=CC2=[NH+]C1)[NH+]1CCC[C@@H]1[C@@H]1CC=CS1,[CH3][C@@H]([C](=[O])[C]1=[c]2[cH][cH][cH][cH][c]2=[NH+][CH2]1)[NH+]1[CH2][CH2][CH2][C@@H]1[C@@H]1[CH2][CH]=[CH][S]1,C[C@@H]C=OC1=c2ccccc2=[NH+]C1[NH+]1CCC[C@@H]1[C@@H]1CC=CS1,C[C@@H](C(=O)C1=c2ccccc2=[NH+]C1)[NH+]1CCC[C@@H]1[C@@H]1CC=CS1
"Cc1nc(Br)ccc1NC(=O)NCc1cnn(C)c1
",2.20772,0.852883921,2.446332543,Cc1nc(Br)ccc1NC(=O)NCc1cnn(C)c1,C(=O)(Nc1c(C)nc(cc1)Br)NCc1cn(nc1)C,N(C(=O)NCc1cnn(C)c1)c1c(nc(cc1)Br)C,Cc1nc(Br)ccc1NC(=O)NCc1cnn(C)c1,CC1=NC(Br)=CC=C1NC(=O)NCC1=CN(C)N=C1,[CH3][c]1[n][c]([Br])[cH][cH][c]1[NH][C](=[O])[NH][CH2][c]1[cH][n][n]([CH3])[cH]1,Cc1ncBrccc1NC=ONCc1cnnCc1,Cc1nc(Br)ccc1NC(=O)NCc1cnn(C)c1
"COc1c(C)cnc(CNC(=O)Nc2ccc(N(C)C)cc2)c1C
",3.09474,0.873943398,2.18574679,COc1c(C)cnc(CNC(=O)Nc2ccc(N(C)C)cc2)c1C,N(c1ccc(N(C)C)cc1)C(NCc1ncc(C)c(OC)c1C)=O,Cc1c(ncc(C)c1OC)CNC(Nc1ccc(cc1)N(C)C)=O,COc1c(C)cnc(CNC(=O)Nc2ccc(N(C)C)cc2)c1C,COC1=C(C)C=NC(CNC(=O)NC2=CC=C(N(C)C)C=C2)=C1C,[CH3][O][c]1[c]([CH3])[cH][n][c]([CH2][NH][C](=[O])[NH][c]2[cH][cH][c]([N]([CH3])[CH3])[cH][cH]2)[c]1[CH3],COc1cCcncCNC=ONc2cccNCCcc2c1C,COc1c(C)cnc(CNC(=O)Nc2ccc(N(C)C)cc2)c1C
"COc1ccc2cc(COC(=O)COc3ccccc3C#N)ccc2c1
",3.84228,0.613840397,2.002058413,COc1ccc2cc(COC(=O)COc3ccccc3C#N)ccc2c1,c1cc(c(C#N)cc1)OCC(=O)OCc1ccc2c(ccc(OC)c2)c1,c1c2cc(COC(=O)COc3ccccc3C#N)ccc2cc(OC)c1,COc1ccc2cc(COC(=O)COc3ccccc3C#N)ccc2c1,COC1=CC=C2C=C(COC(=O)COC3=CC=CC=C3C#N)C=CC2=C1,[CH3][O][c]1[cH][cH][c]2[cH][c]([CH2][O][C](=[O])[CH2][O][c]3[cH][cH][cH][cH][c]3[C]#[N])[cH][cH][c]2[cH]1,COc1ccc2ccCOC=OCOc3ccccc3C#Nccc2c1,COc1ccc2cc(COC(=O)COc3ccccc3C#N)ccc2c1
"CCS(=O)(=O)CCN(C)Cc1c[nH]nc1-c1ccc(C)cc1
",2.25162,0.851176307,2.751939246,CCS(=O)(=O)CCN(C)Cc1c[nH]nc1-c1ccc(C)cc1,c1(-c2ccc(C)cc2)c(CN(CCS(=O)(CC)=O)C)c[nH]n1,c1[nH]nc(c1CN(C)CCS(CC)(=O)=O)-c1ccc(cc1)C,CCS(=O)(=O)CCN(C)Cc1c[nH]nc1-c1ccc(C)cc1,CCS(=O)(=O)CCN(C)CC1=CNN=C1C1=CC=C(C)C=C1,[CH3][CH2][S](=[O])(=[O])[CH2][CH2][N]([CH3])[CH2][c]1[cH][nH][n][c]1-[c]1[cH][cH][c]([CH3])[cH][cH]1,CCS=O=OCCNCCc1c[nH]nc1-c1cccCcc1,CCS(=O)(=O)CCN(C)Cc1c[nH]nc1-c1ccc(C)cc1
"COc1ccc([C@@](C)([NH3+])Cc2[nH+]ccn2C)cc1
",0.5476,0.858852052,4.383300035,COc1ccc([C@@](C)([NH3+])Cc2[nH+]ccn2C)cc1,O(c1ccc([C@](C)(Cc2[nH+]ccn2C)[NH3+])cc1)C,c1cc(ccc1[C@](C)(Cc1[nH+]ccn1C)[NH3+])OC,COc1ccc(C(C)([NH3+])Cc2[nH+]ccn2C)cc1,COC1=CC=C([C@@](C)([NH3+])CC2=[NH+]C=CN2C)C=C1,[CH3][O][c]1[cH][cH][c]([C@@]([CH3])([NH3+])[CH2][c]2[nH+][cH][cH][n]2[CH3])[cH][cH]1,COc1ccc[C@@]C[NH3+]Cc2[nH+]ccn2Ccc1,COc1ccc([C@@](C)([NH3+])Cc2[nH+]ccn2C)cc1
"C[C@H]1CCN(C(=O)NCCc2nnc3n2CCCCC3)[C@@H](C)C1
",2.377,0.930737379,3.252429342,C[C@H]1CCN(C(=O)NCCc2nnc3n2CCCCC3)[C@@H](C)C1,n1nc2n(c1CCNC(N1[C@@H](C)C[C@H](CC1)C)=O)CCCCC2,C1n2c(CCNC(N3[C@@H](C)C[C@@H](C)CC3)=O)nnc2CCCC1,CC1CCN(C(=O)NCCc2nnc3n2CCCCC3)C(C)C1,C[C@H]1CCN(C(=O)NCCC2=NN=C3CCCCCN32)[C@@H](C)C1,[CH3][C@H]1[CH2][CH2][N]([C](=[O])[NH][CH2][CH2][c]2[n][n][c]3[n]2[CH2][CH2][CH2][CH2][CH2]3)[C@@H]([CH3])[CH2]1,C[C@H]1CCNC=ONCCc2nnc3n2CCCCC3[C@@H]CC1,C[C@H]1CCN(C(=O)NCCc2nnc3n2CCCCC3)[C@@H](C)C1
"O=C(NC[C@@H]1CCC[NH+](Cc2ccccc2F)C1)c1nc[nH]n1
",0.1687,0.754334071,4.598548537,O=C(NC[C@@H]1CCC[NH+](Cc2ccccc2F)C1)c1nc[nH]n1,O=C(c1nc[nH]n1)NC[C@@H]1CCC[NH+](Cc2c(cccc2)F)C1,C1[C@H](CNC(=O)c2n[nH]cn2)CCC[NH+]1Cc1c(cccc1)F,O=C(NCC1CCC[NH+](Cc2ccccc2F)C1)c1nc[nH]n1,O=C(NC[C@@H]1CCC[NH+](CC2=CC=CC=C2F)C1)C1=NNC=N1,[O]=[C]([NH][CH2][C@@H]1[CH2][CH2][CH2][NH+]([CH2][c]2[cH][cH][cH][cH][c]2[F])[CH2]1)[c]1[n][cH][nH][n]1,O=CNC[C@@H]1CCC[NH+]Cc2ccccc2FC1c1nc[nH]n1,O=C(NC[C@@H]1CCC[NH+](Cc2ccccc2F)C1)c1nc[nH]n1
"O=C1CC[C@@H](NC(=O)COc2ccc(Cl)c(Cl)c2)CN1
",1.767,0.895747692,2.596817493,O=C1CC[C@@H](NC(=O)COc2ccc(Cl)c(Cl)c2)CN1,c1c(OCC(=O)N[C@@H]2CCC(=O)NC2)cc(Cl)c(c1)Cl,C(N[C@@H]1CCC(=O)NC1)(=O)COc1ccc(Cl)c(Cl)c1,O=C1CCC(NC(=O)COc2ccc(Cl)c(Cl)c2)CN1,O=C1CC[C@@H](NC(=O)COC2=CC=C(Cl)C(Cl)=C2)CN1,[O]=[C]1[CH2][CH2][C@@H]([NH][C](=[O])[CH2][O][c]2[cH][cH][c]([Cl])[c]([Cl])[cH]2)[CH2][NH]1,O=C1CC[C@@H]NC=OCOc2cccClcClc2CN1,O=C1CC[C@@H](NC(=O)COc2ccc(Cl)c(Cl)c2)CN1
"Cc1noc(C)c1COc1ccc(C[NH2+]C[C@H]2CCCO2)cc1
",2.11284,0.852817428,3.489277057,Cc1noc(C)c1COc1ccc(C[NH2+]C[C@H]2CCCO2)cc1,[C@H]1(OCCC1)C[NH2+]Cc1ccc(cc1)OCc1c(C)onc1C,[C@@H]1(CCCO1)C[NH2+]Cc1ccc(cc1)OCc1c(C)noc1C,Cc1noc(C)c1COc1ccc(C[NH2+]CC2CCCO2)cc1,CC1=NOC(C)=C1COC1=CC=C(C[NH2+]C[C@H]2CCCO2)C=C1,[CH3][c]1[n][o][c]([CH3])[c]1[CH2][O][c]1[cH][cH][c]([CH2][NH2+][CH2][C@H]2[CH2][CH2][CH2][O]2)[cH][cH]1,Cc1nocCc1COc1cccC[NH2+]C[C@H]2CCCO2cc1,Cc1noc(C)c1COc1ccc(C[NH2+]C[C@H]2CCCO2)cc1
"N#Cc1cnn2c1N[C@@H](c1ccccc1)C[C@@H]2C(F)F
",3.11788,0.903123001,3.824624577,N#Cc1cnn2c1N[C@@H](c1ccccc1)C[C@@H]2C(F)F,n1cc(C#N)c2N[C@H](C[C@H](C(F)F)n21)c1ccccc1,N1[C@@H](c2ccccc2)C[C@H](C(F)F)n2ncc(c12)C#N,N#Cc1cnn2c1NC(c1ccccc1)CC2C(F)F,N#CC1=C2N[C@@H](C3=CC=CC=C3)C[C@H](C(F)F)N2N=C1,[N]#[C][c]1[cH][n][n]2[c]1[NH][C@@H]([c]1[cH][cH][cH][cH][cH]1)[CH2][C@@H]2[CH]([F])[F],N#Cc1cnn2c1N[C@@H]c1ccccc1C[C@@H]2CFF,N#Cc1cnn2c1N[C@@H](c1ccccc1)C[C@@H]2C(F)F
"C[C@@H]1Cc2ccccc2N1C(=O)[C@H]1CCCN(C(=O)NC2CC2)C1
",2.5482,0.905715045,2.934234632,C[C@@H]1Cc2ccccc2N1C(=O)[C@H]1CCCN(C(=O)NC2CC2)C1,C(=O)(NC1CC1)N1CCC[C@@H](C1)C(N1c2ccccc2C[C@H]1C)=O,c1cccc2C[C@H](N(c21)C([C@@H]1CN(C(=O)NC2CC2)CCC1)=O)C,CC1Cc2ccccc2N1C(=O)C1CCCN(C(=O)NC2CC2)C1,C[C@@H]1CC2=CC=CC=C2N1C(=O)[C@H]1CCCN(C(=O)NC2CC2)C1,[CH3][C@@H]1[CH2][c]2[cH][cH][cH][cH][c]2[N]1[C](=[O])[C@H]1[CH2][CH2][CH2][N]([C](=[O])[NH][CH]2[CH2][CH2]2)[CH2]1,C[C@@H]1Cc2ccccc2N1C=O[C@H]1CCCNC=ONC2CC2C1,C[C@@H]1Cc2ccccc2N1C(=O)[C@H]1CCCN(C(=O)NC2CC2)C1
